"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. STEVE COHEN","2009","2009Q3","PERSONNEL BENEFITS","1,790.75","0.00"
"HON. STEVE COHEN","2009","2009Q3","TRAVEL","39,314.85","12,758.64"
"HON. STEVE COHEN","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","75,071.01","26,729.41"
"HON. STEVE COHEN","2009","2009Q3","PRINTING AND REPRODUCTION","32,651.62","10,506.60"
"HON. STEVE COHEN","2009","2009Q3","OTHER SERVICES","36,615.69","11,704.77"
"HON. STEVE COHEN","2009","2009Q3","SUPPLIES AND MATERIALS","31,096.07","17,965.69"
"HON. STEVE COHEN","2009","2009Q3","EQUIPMENT","2,592.53","2,135.94"
"HON. TOM COLE","2009","2009Q3","FRANKED MAIL","76,130.81","43,613.52"
"HON. TOM COLE","2009","2009Q3","PERSONNEL COMPENSATION","619,034.61","240,189.88"
"HON. TOM COLE","2009","2009Q3","PERSONNEL BENEFITS","464.37","0.00"
"HON. TOM COLE","2009","2009Q3","TRAVEL","83,650.92","31,598.96"
"HON. TOM COLE","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","70,050.74","24,496.52"
"HON. TOM COLE","2009","2009Q3","PRINTING AND REPRODUCTION","76,492.77","25,046.51"
"HON. TOM COLE","2009","2009Q3","OTHER SERVICES","21,441.58","12,688.75"
"HON. TOM COLE","2009","2009Q3","SUPPLIES AND MATERIALS","15,703.81","4,595.97"
"HON. TOM COLE","2009","2009Q3","EQUIPMENT","24,043.12","7,817.21"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","FRANKED MAIL","24,784.63","22,655.80"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","PERSONNEL COMPENSATION","713,602.03","244,986.09"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","PERSONNEL BENEFITS","376.28","0.00"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","TRAVEL","72,030.58","21,826.37"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","50,048.33","20,127.53"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","PRINTING AND REPRODUCTION","21,392.82","2,389.35"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","OTHER SERVICES","25,023.79","8,779.93"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","SUPPLIES AND MATERIALS","14,001.18","7,280.29"
"HON. K. MICHAEL CONAWAY","2009","2009Q3","EQUIPMENT","7,571.04","5,825.28"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","FRANKED MAIL","51,740.62","26,640.01"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","PERSONNEL COMPENSATION","579,614.35","202,272.74"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","PERSONNEL BENEFITS","1,670.30","0.00"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","TRAVEL","6,208.48","2,215.24"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","71,651.56","33,487.99"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","PRINTING AND REPRODUCTION","40,747.31","377.50"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","OTHER SERVICES","42,818.76","10,524.84"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","SUPPLIES AND MATERIALS","31,780.73","8,509.18"
"HON. GERALD E ""GERRY"" CONNOLLY","2009","2009Q3","EQUIPMENT","9,752.60","3,999.54"
"HON. JOHN CONYERS JR","2009","2009Q3","FRANKED MAIL","421.64","135.96"
"HON. JOHN CONYERS JR","2009","2009Q3","PERSONNEL COMPENSATION","742,382.32","260,089.58"
"HON. JOHN CONYERS JR","2009","2009Q3","PERSONNEL BENEFITS","2,290.52","0.00"
"HON. JOHN CONYERS JR","2009","2009Q3","TRAVEL","51,909.51","22,428.98"
"HON. JOHN CONYERS JR","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","119,633.18","42,015.22"
"HON. JOHN CONYERS JR","2009","2009Q3","PRINTING AND REPRODUCTION","8,339.54","3,227.29"
"HON. JOHN CONYERS JR","2009","2009Q3","OTHER SERVICES","29,624.61","9,072.39"
"HON. JOHN CONYERS JR","2009","2009Q3","SUPPLIES AND MATERIALS","49,959.00","13,079.38"
"HON. JOHN CONYERS JR","2009","2009Q3","EQUIPMENT","5,269.70","2,836.40"
"HON. JIM COOPER","2009","2009Q3","FRANKED MAIL","3,721.20","1,356.82"
"HON. JIM COOPER","2009","2009Q3","PERSONNEL COMPENSATION","811,591.55","283,876.47"
"HON. JIM COOPER","2009","2009Q3","PERSONNEL BENEFITS","2,674.97","0.00"
"HON. JIM COOPER","2009","2009Q3","TRAVEL","56,564.93","21,039.42"
"HON. JIM COOPER","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","48,064.71","16,593.55"
"HON. JIM COOPER","2009","2009Q3","PRINTING AND REPRODUCTION","4,425.74","508.80"
"HON. JIM COOPER","2009","2009Q3","OTHER SERVICES","43,208.88","12,661.38"
"HON. JIM COOPER","2009","2009Q3","SUPPLIES AND MATERIALS","18,256.17","7,249.58"
"HON. JIM COOPER","2009","2009Q3","EQUIPMENT","2,170.76","582.70"
"HON. JIM COSTA","2009","2009Q3","FRANKED MAIL","17,814.78","17,242.74"
"HON. JIM COSTA","2009","2009Q3","PERSONNEL COMPENSATION","737,552.55","257,672.90"
"HON. JIM COSTA","2009","2009Q3","PERSONNEL BENEFITS","966.77","0.00"
"HON. JIM COSTA","2009","2009Q3","TRAVEL","29,634.24","5,114.66"
"HON. JIM COSTA","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","93,426.73","51,074.45"
"HON. JIM COSTA","2009","2009Q3","PRINTING AND REPRODUCTION","34,249.49","33,125.69"
"HON. JIM COSTA","2009","2009Q3","OTHER SERVICES","19,575.59","6,130.00"
"HON. JIM COSTA","2009","2009Q3","SUPPLIES AND MATERIALS","30,760.68","4,771.11"
"HON. JIM COSTA","2009","2009Q3","EQUIPMENT","2,998.50","618.00"
"HON. JERRY F COSTELLO","2009","2009Q3","FRANKED MAIL","25,780.67","8,488.71"
"HON. JERRY F COSTELLO","2009","2009Q3","PERSONNEL COMPENSATION","600,569.87","196,956.24"
"HON. JERRY F COSTELLO","2009","2009Q3","PERSONNEL BENEFITS","160.33","0.00"
"HON. JERRY F COSTELLO","2009","2009Q3","TRAVEL","27,380.91","8,285.56"
"HON. JERRY F COSTELLO","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","59,816.50","20,452.27"
"HON. JERRY F COSTELLO","2009","2009Q3","PRINTING AND REPRODUCTION","19,081.02","4,776.95"
"HON. JERRY F COSTELLO","2009","2009Q3","OTHER SERVICES","45,062.56","14,642.97"
"HON. JERRY F COSTELLO","2009","2009Q3","SUPPLIES AND MATERIALS","19,217.12","11,730.57"
"HON. JERRY F COSTELLO","2009","2009Q3","EQUIPMENT","5,760.27","3,179.83"
"HON. JOE COURTNEY","2009","2009Q3","FRANKED MAIL","35,199.99","10,883.75"
"HON. JOE COURTNEY","2009","2009Q3","PERSONNEL COMPENSATION","690,998.54","234,162.47"
"HON. JOE COURTNEY","2009","2009Q3","PERSONNEL BENEFITS","120.95","0.00"
"HON. JOE COURTNEY","2009","2009Q3","TRAVEL","27,467.83","10,583.32"
"HON. JOE COURTNEY","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","63,366.51","27,314.38"
"HON. JOE COURTNEY","2009","2009Q3","PRINTING AND REPRODUCTION","29,930.04","12,482.90"
"HON. JOE COURTNEY","2009","2009Q3","OTHER SERVICES","23,293.00","3,973.00"
"HON. JOE COURTNEY","2009","2009Q3","SUPPLIES AND MATERIALS","11,013.68","3,693.13"
"HON. JOE COURTNEY","2009","2009Q3","EQUIPMENT","4,575.77","894.00"
"HON. ANDER CRENSHAW","2009","2009Q3","FRANKED MAIL","45,584.21","43,647.93"
"HON. ANDER CRENSHAW","2009","2009Q3","PERSONNEL COMPENSATION","569,671.18","192,549.99"
"HON. ANDER CRENSHAW","2009","2009Q3","PERSONNEL BENEFITS","628.19","0.00"
"HON. ANDER CRENSHAW","2009","2009Q3","TRAVEL","38,061.85","15,021.32"
"HON. ANDER CRENSHAW","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","40,464.25","18,481.26"
"HON. ANDER CRENSHAW","2009","2009Q3","PRINTING AND REPRODUCTION","37,308.62","37,035.12"
"HON. ANDER CRENSHAW","2009","2009Q3","OTHER SERVICES","53,417.48","8,751.00"
"HON. ANDER CRENSHAW","2009","2009Q3","SUPPLIES AND MATERIALS","14,598.48","4,684.31"
"HON. ANDER CRENSHAW","2009","2009Q3","EQUIPMENT","5,058.49","3,197.47"
"HON. JOSEPH CROWLEY","2009","2009Q3","FRANKED MAIL","1,991.25","1,579.51"
"HON. JOSEPH CROWLEY","2009","2009Q3","PERSONNEL COMPENSATION","801,957.45","264,130.58"
"HON. JOSEPH CROWLEY","2009","2009Q3","PERSONNEL BENEFITS","669.58","0.00"
"HON. JOSEPH CROWLEY","2009","2009Q3","TRAVEL","19,094.00","7,541.36"
"HON. JOSEPH CROWLEY","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","112,929.43","40,705.28"
"HON. JOSEPH CROWLEY","2009","2009Q3","PRINTING AND REPRODUCTION","15,531.64","197.50"
"HON. JOSEPH CROWLEY","2009","2009Q3","OTHER SERVICES","30,602.47","8,809.00"
"HON. JOSEPH CROWLEY","2009","2009Q3","SUPPLIES AND MATERIALS","21,395.21","4,866.07"
"HON. JOSEPH CROWLEY","2009","2009Q3","EQUIPMENT","8,484.45","2,290.95"
"HON. HENRY CUELLAR","2009","2009Q3","FRANKED MAIL","34,751.59","3,911.33"
"HON. HENRY CUELLAR","2009","2009Q3","PERSONNEL COMPENSATION","644,819.58","221,924.04"
"HON. HENRY CUELLAR","2009","2009Q3","PERSONNEL BENEFITS","698.50","0.00"
"HON. HENRY CUELLAR","2009","2009Q3","TRAVEL","85,038.16","21,078.75"
"HON. HENRY CUELLAR","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","96,209.22","43,788.40"
"HON. HENRY CUELLAR","2009","2009Q3","PRINTING AND REPRODUCTION","67,720.73","5,690.79"
"HON. HENRY CUELLAR","2009","2009Q3","OTHER SERVICES","54,578.61","20,324.70"
"HON. HENRY CUELLAR","2009","2009Q3","SUPPLIES AND MATERIALS","34,635.97","14,993.86"
"HON. HENRY CUELLAR","2009","2009Q3","EQUIPMENT","1,883.82","-613.33"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","FRANKED MAIL","47,210.65","45,237.07"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","PERSONNEL COMPENSATION","636,546.28","216,933.37"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","TRAVEL","65,666.57","18,606.47"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","68,312.05","27,244.07"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","PRINTING AND REPRODUCTION","74,917.83","65,673.04"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","OTHER SERVICES","39,736.61","10,658.91"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","SUPPLIES AND MATERIALS","32,318.12","9,737.82"
"HON. JOHN ABNEY CULBERSON","2009","2009Q3","EQUIPMENT","2,723.04","451.00"
"HON. ELIJAH CUMMINGS","2009","2009Q3","FRANKED MAIL","5,978.40","1,676.79"
"HON. ELIJAH CUMMINGS","2009","2009Q3","PERSONNEL COMPENSATION","745,383.05","253,259.39"
"HON. ELIJAH CUMMINGS","2009","2009Q3","PERSONNEL BENEFITS","2,931.48","0.00"
"HON. ELIJAH CUMMINGS","2009","2009Q3","TRAVEL","11,831.87","5,145.94"
"HON. ELIJAH CUMMINGS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","130,158.54","52,928.30"
"HON. ELIJAH CUMMINGS","2009","2009Q3","PRINTING AND REPRODUCTION","23,027.35","7,418.92"
"HON. ELIJAH CUMMINGS","2009","2009Q3","OTHER SERVICES","46,156.67","11,975.98"
"HON. ELIJAH CUMMINGS","2009","2009Q3","SUPPLIES AND MATERIALS","35,925.70","15,735.68"
"HON. ELIJAH CUMMINGS","2009","2009Q3","EQUIPMENT","7,681.63","5,383.21"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","FRANKED MAIL","57,754.99","29,992.12"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","PERSONNEL COMPENSATION","580,513.71","204,218.66"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","PERSONNEL BENEFITS","710.25","0.00"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","TRAVEL","34,898.11","10,345.67"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","36,815.22","13,313.28"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","PRINTING AND REPRODUCTION","71,104.30","29,759.55"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","OTHER SERVICES","52,670.19","10,469.63"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","SUPPLIES AND MATERIALS","27,374.52","5,932.18"
"HON. KATHLEEN A. DAHLKEMPER","2009","2009Q3","EQUIPMENT","10,784.55","1,148.04"
"HON. ARTUR DAVIS","2009","2009Q3","FRANKED MAIL","4,123.20","2,544.56"
"HON. ARTUR DAVIS","2009","2009Q3","PERSONNEL COMPENSATION","814,688.91","264,927.73"
"HON. ARTUR DAVIS","2009","2009Q3","PERSONNEL BENEFITS","846.36","0.00"
"HON. ARTUR DAVIS","2009","2009Q3","TRAVEL","44,746.03","13,192.12"
"HON. ARTUR DAVIS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","88,775.41","41,500.23"
"HON. ARTUR DAVIS","2009","2009Q3","PRINTING AND REPRODUCTION","2,151.78","819.48"
"HON. ARTUR DAVIS","2009","2009Q3","OTHER SERVICES","32,534.66","9,751.18"
"HON. ARTUR DAVIS","2009","2009Q3","SUPPLIES AND MATERIALS","25,666.30","4,503.59"
"HON. ARTUR DAVIS","2009","2009Q3","EQUIPMENT","3,863.70","816.00"
"HON. DANNY K. DAVIS","2009","2009Q3","FRANKED MAIL","71,045.78","69,197.33"
"HON. DANNY K. DAVIS","2009","2009Q3","PERSONNEL COMPENSATION","810,358.05","282,066.05"
"HON. DANNY K. DAVIS","2009","2009Q3","PERSONNEL BENEFITS","1,935.91","0.00"
"HON. DANNY K. DAVIS","2009","2009Q3","TRAVEL","32,444.76","11,167.38"
"HON. DANNY K. DAVIS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","73,074.03","26,118.21"
"HON. DANNY K. DAVIS","2009","2009Q3","PRINTING AND REPRODUCTION","5,373.61","4,194.86"
"HON. DANNY K. DAVIS","2009","2009Q3","OTHER SERVICES","34,923.48","11,868.00"
"HON. DANNY K. DAVIS","2009","2009Q3","SUPPLIES AND MATERIALS","18,792.43","7,130.92"
"HON. DANNY K. DAVIS","2009","2009Q3","EQUIPMENT","5,694.28","1,733.76"
"HON. LINCOLN DAVIS","2009","2009Q3","FRANKED MAIL","22,599.39","1,446.85"
"HON. LINCOLN DAVIS","2009","2009Q3","PERSONNEL COMPENSATION","692,441.41","224,800.56"
"HON. LINCOLN DAVIS","2009","2009Q3","PERSONNEL BENEFITS","1,076.68","0.00"
"HON. LINCOLN DAVIS","2009","2009Q3","TRAVEL","78,162.33","26,375.35"
"HON. LINCOLN DAVIS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","93,427.78","36,307.19"
"HON. LINCOLN DAVIS","2009","2009Q3","PRINTING AND REPRODUCTION","9,114.93","1,426.98"
"HON. LINCOLN DAVIS","2009","2009Q3","OTHER SERVICES","30,712.98","16,726.38"
"HON. LINCOLN DAVIS","2009","2009Q3","SUPPLIES AND MATERIALS","36,927.08","5,746.74"
"HON. LINCOLN DAVIS","2009","2009Q3","EQUIPMENT","6,603.75","3,437.04"
"HON. SUSAN A. DAVIS","2009","2009Q3","FRANKED MAIL","62,868.87","39,136.60"
"HON. SUSAN A. DAVIS","2009","2009Q3","PERSONNEL COMPENSATION","797,598.07","271,251.42"
"HON. SUSAN A. DAVIS","2009","2009Q3","PERSONNEL BENEFITS","1,537.11","0.00"
"HON. SUSAN A. DAVIS","2009","2009Q3","TRAVEL","27,480.87","9,424.63"
"HON. SUSAN A. DAVIS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","74,725.03","30,617.54"
"HON. SUSAN A. DAVIS","2009","2009Q3","PRINTING AND REPRODUCTION","26,828.35","803.06"
"HON. SUSAN A. DAVIS","2009","2009Q3","OTHER SERVICES","26,846.00","9,605.00"
"HON. SUSAN A. DAVIS","2009","2009Q3","SUPPLIES AND MATERIALS","30,650.22","4,524.27"
"HON. SUSAN A. DAVIS","2009","2009Q3","EQUIPMENT","9,140.79","4,192.79"
"HON. GEOFF DAVIS","2009","2009Q3","FRANKED MAIL","42,066.42","30,609.54"
"HON. GEOFF DAVIS","2009","2009Q3","PERSONNEL COMPENSATION","576,391.90","204,250.05"
"HON. GEOFF DAVIS","2009","2009Q3","PERSONNEL BENEFITS","333.23","0.00"
"HON. GEOFF DAVIS","2009","2009Q3","TRAVEL","45,754.02","16,292.18"
"HON. GEOFF DAVIS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","91,063.91","37,458.14"
"HON. GEOFF DAVIS","2009","2009Q3","PRINTING AND REPRODUCTION","50,245.36","34,035.06"
"HON. GEOFF DAVIS","2009","2009Q3","OTHER SERVICES","34,762.44","13,655.22"
"HON. GEOFF DAVIS","2009","2009Q3","SUPPLIES AND MATERIALS","10,516.82","3,972.07"
"HON. GEOFF DAVIS","2009","2009Q3","EQUIPMENT","1,664.82","554.94"
"HON. NATHAN DEAL","2009","2009Q3","FRANKED MAIL","10,584.25","5,249.28"
"HON. NATHAN DEAL","2009","2009Q3","PERSONNEL COMPENSATION","683,724.38","217,536.09"
"HON. NATHAN DEAL","2009","2009Q3","PERSONNEL BENEFITS","89.28","0.00"
"HON. NATHAN DEAL","2009","2009Q3","TRAVEL","27,145.18","9,960.38"
"HON. NATHAN DEAL","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","80,779.65","26,839.78"
"HON. NATHAN DEAL","2009","2009Q3","PRINTING AND REPRODUCTION","1,961.22","1,619.92"
"HON. NATHAN DEAL","2009","2009Q3","OTHER SERVICES","39,321.16","10,890.00"
"HON. NATHAN DEAL","2009","2009Q3","SUPPLIES AND MATERIALS","28,947.61","13,278.01"
"HON. NATHAN DEAL","2009","2009Q3","EQUIPMENT","7,768.80","1,089.78"
"HON. PETER A DEFAZIO","2009","2009Q3","FRANKED MAIL","115,800.50","54,574.22"
"HON. PETER A DEFAZIO","2009","2009Q3","PERSONNEL COMPENSATION","663,655.65","224,327.36"
"HON. PETER A DEFAZIO","2009","2009Q3","PERSONNEL BENEFITS","2,114.07","0.00"
"HON. PETER A DEFAZIO","2009","2009Q3","TRAVEL","38,495.91","18,506.57"
"HON. PETER A DEFAZIO","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","57,884.53","23,015.58"
"HON. PETER A DEFAZIO","2009","2009Q3","PRINTING AND REPRODUCTION","41,004.87","1,099.80"
"HON. PETER A DEFAZIO","2009","2009Q3","OTHER SERVICES","36,340.90","12,681.10"
"HON. PETER A DEFAZIO","2009","2009Q3","SUPPLIES AND MATERIALS","10,798.06","5,570.91"
"HON. PETER A DEFAZIO","2009","2009Q3","EQUIPMENT","2,452.04","873.79"
"HON. DIANA DEGETTE","2009","2009Q3","FRANKED MAIL","2,631.41","855.50"
"HON. DIANA DEGETTE","2009","2009Q3","PERSONNEL COMPENSATION","758,285.73","241,863.76"
"HON. DIANA DEGETTE","2009","2009Q3","PERSONNEL BENEFITS","705.33","0.00"
"HON. DIANA DEGETTE","2009","2009Q3","TRAVEL","47,744.42","17,864.61"
"HON. DIANA DEGETTE","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","71,580.96","26,215.57"
"HON. DIANA DEGETTE","2009","2009Q3","PRINTING AND REPRODUCTION","3,580.56","738.60"
"HON. DIANA DEGETTE","2009","2009Q3","OTHER SERVICES","31,449.62","16,081.70"
"HON. DIANA DEGETTE","2009","2009Q3","SUPPLIES AND MATERIALS","32,769.92","9,236.29"
"HON. DIANA DEGETTE","2009","2009Q3","EQUIPMENT","13,216.99","2,665.38"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","FRANKED MAIL","3,075.67","1,225.17"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","PERSONNEL COMPENSATION","792,212.52","253,778.39"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","PERSONNEL BENEFITS","1,142.28","0.00"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","TRAVEL","53,653.80","17,874.54"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","97,526.34","34,021.45"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","PRINTING AND REPRODUCTION","784.52","276.12"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","OTHER SERVICES","30,285.00","10,095.00"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","SUPPLIES AND MATERIALS","25,885.13","6,664.61"
"HON. WILLIAM D. DELAHUNT","2009","2009Q3","EQUIPMENT","3,393.00","1,104.00"
"HON. ROSA L DELAURO","2009","2009Q3","FRANKED MAIL","22,067.88","7,208.17"
"HON. ROSA L DELAURO","2009","2009Q3","PERSONNEL COMPENSATION","688,705.53","227,281.03"
"HON. ROSA L DELAURO","2009","2009Q3","PERSONNEL BENEFITS","1,871.41","0.00"
"HON. ROSA L DELAURO","2009","2009Q3","TRAVEL","25,131.92","9,683.34"
"HON. ROSA L DELAURO","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","73,108.61","26,776.45"
"HON. ROSA L DELAURO","2009","2009Q3","PRINTING AND REPRODUCTION","18,207.31","5,526.09"
"HON. ROSA L DELAURO","2009","2009Q3","OTHER SERVICES","26,665.50","5,925.00"
"HON. ROSA L DELAURO","2009","2009Q3","SUPPLIES AND MATERIALS","16,174.94","7,430.74"
"HON. ROSA L DELAURO","2009","2009Q3","EQUIPMENT","1,675.96","903.98"
"HON. CHARLES W. DENT","2009","2009Q3","FRANKED MAIL","15,298.91","6,081.35"
"HON. CHARLES W. DENT","2009","2009Q3","PERSONNEL COMPENSATION","664,447.81","230,344.99"
"HON. CHARLES W. DENT","2009","2009Q3","PERSONNEL BENEFITS","713.75","0.00"
"HON. CHARLES W. DENT","2009","2009Q3","TRAVEL","25,458.70","7,961.84"
"HON. CHARLES W. DENT","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","71,122.33","28,101.06"
"HON. CHARLES W. DENT","2009","2009Q3","PRINTING AND REPRODUCTION","50,743.62","10,117.18"
"HON. CHARLES W. DENT","2009","2009Q3","OTHER SERVICES","35,405.00","13,425.00"
"HON. CHARLES W. DENT","2009","2009Q3","SUPPLIES AND MATERIALS","11,145.81","4,059.88"
"HON. CHARLES W. DENT","2009","2009Q3","EQUIPMENT","1,872.02","553.50"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","FRANKED MAIL","16,276.18","2,630.31"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","PERSONNEL COMPENSATION","685,568.98","227,224.99"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","PERSONNEL BENEFITS","1,857.57","0.00"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","TRAVEL","34,522.22","14,324.13"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","69,760.55","22,350.15"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","PRINTING AND REPRODUCTION","13,060.70","342.20"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","OTHER SERVICES","33,967.41","10,682.21"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","SUPPLIES AND MATERIALS","12,961.13","5,240.14"
"HON. LINCOLN DIAZ-BALART","2009","2009Q3","EQUIPMENT","4,083.39","1,361.13"
"HON. MARIO DIAZ-BALART","2009","2009Q3","FRANKED MAIL","24,784.80","20,809.36"
"HON. MARIO DIAZ-BALART","2009","2009Q3","PERSONNEL COMPENSATION","636,648.70","211,326.39"
"HON. MARIO DIAZ-BALART","2009","2009Q3","PERSONNEL BENEFITS","482.28","0.00"
"HON. MARIO DIAZ-BALART","2009","2009Q3","TRAVEL","50,954.45","16,443.78"
"HON. MARIO DIAZ-BALART","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","91,856.62","31,723.30"
"HON. MARIO DIAZ-BALART","2009","2009Q3","PRINTING AND REPRODUCTION","1,621.05","625.75"
"HON. MARIO DIAZ-BALART","2009","2009Q3","OTHER SERVICES","60,083.00","12,385.98"
"HON. MARIO DIAZ-BALART","2009","2009Q3","SUPPLIES AND MATERIALS","26,512.82","11,156.86"
"HON. MARIO DIAZ-BALART","2009","2009Q3","EQUIPMENT","3,840.16","1,175.02"
"HON. NORMAN D DICKS","2009","2009Q3","FRANKED MAIL","3,971.91","1,654.00"
"HON. NORMAN D DICKS","2009","2009Q3","PERSONNEL COMPENSATION","736,072.96","246,446.85"
"HON. NORMAN D DICKS","2009","2009Q3","PERSONNEL BENEFITS","462.47","0.00"
"HON. NORMAN D DICKS","2009","2009Q3","TRAVEL","63,572.42","32,385.55"
"HON. NORMAN D DICKS","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","80,002.58","33,702.81"
"HON. NORMAN D DICKS","2009","2009Q3","PRINTING AND REPRODUCTION","1,918.87","1,143.54"
"HON. NORMAN D DICKS","2009","2009Q3","OTHER SERVICES","35,967.74","11,946.00"
"HON. NORMAN D DICKS","2009","2009Q3","SUPPLIES AND MATERIALS","18,476.54","5,349.75"
"HON. NORMAN D DICKS","2009","2009Q3","EQUIPMENT","2,492.42","839.67"
"HON. JOHN D DINGELL","2009","2009Q3","FRANKED MAIL","3,564.44","864.50"
"HON. JOHN D DINGELL","2009","2009Q3","PERSONNEL COMPENSATION","759,290.39","260,316.66"
"HON. JOHN D DINGELL","2009","2009Q3","PERSONNEL BENEFITS","1,595.30","0.00"
"HON. JOHN D DINGELL","2009","2009Q3","TRAVEL","21,160.79","7,265.20"
"HON. JOHN D DINGELL","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","92,797.98","36,290.19"
"HON. JOHN D DINGELL","2009","2009Q3","PRINTING AND REPRODUCTION","2,047.45","271.40"
"HON. JOHN D DINGELL","2009","2009Q3","OTHER SERVICES","31,989.52","10,531.00"
"HON. JOHN D DINGELL","2009","2009Q3","SUPPLIES AND MATERIALS","11,372.65","2,541.37"
"HON. JOHN D DINGELL","2009","2009Q3","EQUIPMENT","2,065.68","688.56"
"HON. LLOYD DOGGETT","2009","2009Q3","FRANKED MAIL","66,563.47","29,696.06"
"HON. LLOYD DOGGETT","2009","2009Q3","PERSONNEL COMPENSATION","695,984.15","232,388.46"
"HON. LLOYD DOGGETT","2009","2009Q3","PERSONNEL BENEFITS","4,620.60","0.00"
"HON. LLOYD DOGGETT","2009","2009Q3","TRAVEL","8,897.90","3,061.60"
"HON. LLOYD DOGGETT","2009","2009Q3","RENT, COMMUNICATION, UTILITIES","66,940.49","25,433.80"
"HON. LLOYD DOGGETT","2009","2009Q3","PRINTING AND REPRODUCTION","48,808.55","18,347.50"
"HON. LLOYD DOGGETT","2009","2009Q3","OTHER SERVICES","57,061.59","18,239.12"
